DM Sigma Time Sample Downfact
0.60 7.38 7.377333 112672 14
0.60 9.55 7.40778 113137 14
0.60 6.23 7.437964 113598 9
0.60 13.49 7.468935 114071 20
0.60 9.98 7.49925 114534 9
0.60 6.70 7.529762 115000 6
0.60 8.11 7.560601 115471 14
0.60 7.18 7.591048 115936 9
0.60 6.99 7.621429 116400 6
0.60 5.70 7.683107 117342 14
0.60 7.82 7.713357 117804 14
0.60 5.01 7.744 118272 14
0.60 6.99 7.774446 118737 14
0.60 5.38 7.805613 119213 9
0.60 8.45 7.835798 119674 30
0.60 6.28 7.867095 120152 20
0.60 5.10 7.902321 120690 9
0.60 8.00 7.928315 121087 14
0.60 5.95 7.958762 121552 14
0.60 6.29 7.988946 122013 9
0.60 8.32 8.019524 122480 9
0.60 8.21 8.050298 122950 9
0.60 9.84 8.080286 123408 14
0.60 7.53 8.110929 123876 14
0.60 5.10 8.140851 124333 6
0.60 5.01 8.169595 124772 70
0.60 7.70 8.201613 125261 14
0.60 5.75 8.262113 126185 4
0.60 7.75 8.292887 126655 14
0.60 7.54 8.322875 127113 9
0.60 6.53 8.383637 128041 14
0.60 8.38 8.47478 129433 14
0.60 8.35 8.535476 130360 14
0.60 6.93 8.596435 131291 14
0.60 6.17 8.657393 132222 14
0.60 8.03 8.687905 132688 6
0.60 6.40 8.717958 133147 9
0.60 10.19 8.748405 133612 14
0.60 6.41 8.748929 133620 14
0.60 8.94 8.839351 135001 14
0.60 10.58 8.869405 135460 9
0.60 5.19 8.899917 135926 20
0.60 8.75 8.930232 136389 14
0.60 9.43 8.960351 136849 14
0.60 9.19 8.990601 137311 9
0.60 8.59 9.020917 137774 9
0.60 6.03 9.051101 138235 14
0.60 8.43 9.081286 138696 14
0.60 9.10 9.111274 139154 20
0.60 9.51 9.141327 139613 14
0.60 12.67 9.171185 140069 14
0.60 6.18 9.201107 140526 9
0.60 6.31 9.231161 140985 9
0.60 5.98 9.260952 141440 14
0.60 5.75 9.291137 141901 14
0.60 5.85 9.321518 142365 14
0.60 5.93 9.381756 143285 9
0.60 8.47 9.472506 144671 14
0.60 12.16 9.503018 145137 14
0.60 6.25 9.563911 146067 14
0.60 7.41 9.594554 146535 14
0.60 5.82 9.625393 147006 14
0.60 6.35 9.655446 147465 14
0.60 11.06 9.68622 147935 20
0.60 8.91 9.71647 148397 9
0.60 7.65 9.746982 148863 14
0.60 10.33 9.777167 149324 14
0.60 5.68 9.807351 149785 9
0.60 9.54 9.837863 150251 14
0.60 8.92 9.868375 150717 14
0.60 10.15 9.898625 151179 9
0.60 7.48 9.929268 151647 9
0.60 9.23 9.990423 152581 20
0.60 7.18 10.021327 153053 14
0.60 5.06 10.054196 153555 70
0.60 9.60 10.083137 153997 9
0.60 6.42 10.083464 154002 9
0.60 7.99 10.114173 154471 6
0.60 9.68 10.14475 154938 9
0.60 7.38 10.205708 155869 20
0.60 13.34 10.236417 156338 20
0.60 6.72 10.266732 156801 14
0.60 6.51 10.297571 157272 14
0.60 7.07 10.328083 157738 9
0.60 8.29 10.359446 158217 14
0.60 7.50 10.390155 158686 14
0.60 8.02 10.421387 159163 14
0.60 11.66 10.452946 159645 14
0.60 8.13 10.483917 160118 14
0.60 7.94 10.515018 160593 9
0.60 5.21 10.571655 161458 70
0.60 6.05 10.605048 161968 100
0.60 9.70 10.637655 162466 14
0.60 6.60 10.668298 162934 14
0.60 5.61 10.698417 163394 9
0.60 7.93 10.758917 164318 14
0.60 8.74 10.819482 165243 14
0.60 12.53 10.849732 165705 14
0.60 7.24 10.879982 166167 14
0.60 7.67 10.939958 167083 6
0.60 5.75 10.97047 167549 9
0.60 5.53 11.030119 168460 9
0.60 6.48 11.060042 168917 9
0.60 9.20 11.089899 169373 14
0.60 7.83 11.120214 169836 14
0.60 10.14 11.150202 170294 14
0.60 8.62 11.180649 170759 14
0.60 9.42 11.211226 171226 14
0.60 6.95 11.222619 171400 70
0.60 7.42 11.241673 171691 14
0.60 10.02 11.272119 172156 20
0.60 5.65 11.317429 172848 100
0.60 10.49 11.332619 173080 14
0.60 11.31 11.363065 173545 14
0.60 9.13 11.39325 174006 14
0.60 7.64 11.423173 174463 14
0.60 5.37 11.423696 174471 14
0.60 7.40 11.457548 174988 150
0.60 7.36 11.483345 175382 14
0.60 8.35 11.50469 175708 70
0.60 5.40 11.507048 175744 70
0.60 7.81 11.513595 175844 9
0.60 7.93 11.543583 176302 14
0.60 7.09 11.555893 176490 100
0.60 10.50 11.574161 176769 14
0.60 8.36 11.604673 177235 14
0.60 9.09 11.634923 177697 14
0.60 6.40 11.657315 178039 45
0.60 9.24 11.696274 178634 14
0.60 5.93 11.708911 178827 150
0.60 9.86 11.726786 179100 9
0.60 7.83 11.757952 179576 30
0.60 7.38 11.788071 180036 14
0.60 6.09 11.810268 180375 150
0.60 5.16 11.860423 181141 150
0.60 7.94 11.879542 181433 14
0.60 8.07 11.909792 181895 14
0.60 5.85 11.940762 182368 9
0.60 6.48 11.956542 182609 70
0.60 8.77 11.970881 182828 9
0.60 12.64 12.001524 183296 20
0.60 7.72 12.002244 183307 20
0.60 6.73 12.004863 183347 70
0.60 8.19 12.063006 184235 14
0.60 9.09 12.093649 184703 20
0.60 5.16 12.097577 184763 70
0.60 7.64 12.142363 185447 70
0.60 8.09 12.155065 185641 14
0.60 11.77 12.246798 187042 9
0.60 6.43 12.247125 187047 6
0.60 6.62 12.277571 187512 14
0.60 7.97 12.308345 187982 14
0.60 8.82 12.33925 188454 14
0.60 8.82 12.369958 188923 14
0.60 9.74 12.462345 190334 9
0.60 7.52 12.493185 190805 9
0.60 5.77 12.523958 191275 14
0.60 8.61 12.585244 192211 14
0.60 5.41 12.646399 193145 6
0.60 6.03 12.674292 193571 100
0.60 6.57 12.738589 194553 14
0.60 6.47 12.769625 195027 6
0.60 7.11 12.800464 195498 9
0.60 9.11 12.831435 195971 9
0.60 5.57 12.862143 196440 6
0.60 9.18 12.893048 196912 9
0.60 8.90 12.954268 197847 9
0.60 9.35 12.985369 198322 14
0.60 7.90 13.015488 198782 6
0.60 9.66 13.046131 199250 14
0.60 5.66 13.076446 199713 9
0.60 5.55 13.1065 200172 2
0.60 6.84 13.136881 200636 14
0.60 6.35 13.197381 201560 9
0.60 6.69 13.227631 202022 9
0.60 12.00 13.25775 202482 14
0.60 7.29 13.317923 203401 14
0.60 7.67 13.348107 203862 14
0.60 8.09 13.377964 204318 9
0.60 5.87 13.378292 204323 9
0.60 5.44 13.408411 204783 14
0.60 10.17 13.438399 205241 9
0.60 8.99 13.529018 206625 20
0.60 9.89 13.559268 207087 14
0.60 8.55 13.589518 207549 9
0.60 7.67 13.650214 208476 14
0.60 11.96 13.680464 208938 14
0.60 6.74 13.680988 208946 14
0.60 13.10 13.741095 209864 14
0.60 10.45 13.771345 210326 14
0.60 9.07 13.801268 210783 9
0.60 8.57 13.831452 211244 14
0.60 7.83 13.861637 211705 14
0.60 10.22 13.892214 212172 14
0.60 7.97 13.922661 212637 14
0.60 6.38 13.953173 213103 14
0.60 5.07 13.984012 213574 20
0.60 7.80 14.014327 214037 14
0.60 7.16 14.044708 214501 9
0.60 5.29 14.045036 214506 9
0.60 10.93 14.07594 214978 20
0.60 5.02 14.076661 214989 20
0.60 8.57 14.106583 215446 9
0.60 6.04 14.106911 215451 9
0.60 9.42 14.137423 215917 14
0.60 12.14 14.168131 216386 14
0.60 6.43 14.198446 216849 6
0.60 5.35 14.228762 217312 14
0.60 11.26 14.259274 217778 14
0.60 8.47 14.289786 218244 9
0.60 6.54 14.320494 218713 14
0.60 8.39 14.350679 219174 9
0.60 6.62 14.38106 219638 9
0.60 5.34 14.411702 220106 14
0.60 10.18 14.442673 220579 20
0.60 7.28 14.473119 221044 14
0.60 11.29 14.503631 221510 14
0.60 6.82 14.564786 222444 14
0.60 7.31 14.595167 222908 14
0.60 5.69 14.686179 224298 6
0.60 8.80 14.71669 224764 14
0.60 5.68 14.746679 225222 9
0.60 6.35 14.776994 225685 14
0.60 9.85 14.807506 226151 20
0.60 5.47 14.808226 226162 20
0.60 5.99 14.837363 226607 9
0.60 10.46 14.867548 227068 9
0.60 7.01 14.867875 227073 9
0.60 5.79 14.927982 227991 9
0.60 10.98 14.958298 228454 14
0.60 5.26 14.98894 228922 20
0.60 6.80 15.019452 229388 20
0.60 12.77 15.049899 229853 9
0.60 6.06 15.080345 230318 14
0.60 8.82 15.140321 231234 9
0.60 10.67 15.200429 232152 14
0.60 7.26 15.230351 232609 14
0.60 6.14 15.259815 233059 20
0.60 6.39 15.289738 233516 14
0.60 9.45 15.349125 234423 14
0.60 8.11 15.378851 234877 14
0.60 9.45 15.408905 235336 14
0.60 6.38 15.438762 235792 14
0.60 11.96 15.468423 236245 9
0.60 7.11 15.498411 236703 20
0.60 11.36 15.528137 237157 14
0.60 6.29 15.55806 237614 20
0.60 9.86 15.617315 238519 14
0.60 5.09 15.625696 238647 70
0.60 5.99 15.676637 239425 9
0.60 8.40 15.706232 239877 9
0.60 7.25 15.736089 240333 14
0.60 7.91 15.825661 241701 20
0.60 7.88 15.855714 242160 14
0.60 7.01 15.916083 243082 9
0.60 5.38 15.976583 244006 6
0.60 10.00 16.006637 244465 9
0.60 7.89 16.00703 244471 9
0.60 6.75 16.037214 244932 14
0.60 7.69 16.067661 245397 14
0.60 5.97 16.128815 246331 9
0.60 11.69 16.159655 246802 14
0.60 6.09 16.160179 246810 14
0.60 6.74 16.190036 247266 14
0.60 7.35 16.251387 248203 14
0.60 6.71 16.281506 248663 20
0.60 6.38 16.342595 249596 9
0.60 5.39 16.373107 250062 14
0.60 6.45 16.407351 250585 150
0.60 5.27 16.433804 250989 14
0.60 5.52 16.45122 251255 20
0.60 9.46 16.46425 251454 9
0.60 7.74 16.494827 251921 20
0.60 5.24 16.500982 252015 100
0.60 8.83 16.525536 252390 14
0.60 5.99 16.586821 253326 9
0.60 7.38 16.593631 253430 100
0.60 8.12 16.648696 254271 9
0.60 9.58 16.679732 254745 14
0.60 7.15 16.710506 255215 20
0.60 7.40 16.738399 255641 150
0.60 12.18 16.803351 256633 14
0.60 6.70 16.834125 257103 9
0.60 5.90 16.865095 257576 14
0.60 7.25 16.891482 257979 150
0.60 6.81 16.938363 258695 70
0.60 7.74 16.99081 259496 100
0.60 9.35 17.020012 259942 9
0.60 7.03 17.041554 260271 100
0.60 8.56 17.051637 260425 14
0.60 5.74 17.082345 260894 9
0.60 5.62 17.091185 261029 70
0.60 6.82 17.113512 261370 9
0.60 8.74 17.144548 261844 14
0.60 8.07 17.17578 262321 9
0.60 6.76 17.186256 262481 100
0.60 9.96 17.207208 262801 14
0.60 8.79 17.238048 263272 9
0.60 5.78 17.269214 263748 14
0.60 5.80 17.279363 263903 100
0.60 6.50 17.300315 264223 14
0.60 8.06 17.327946 264645 150
0.60 9.34 17.363107 265182 14
0.60 7.05 17.374369 265354 150
0.60 8.62 17.39375 265650 9
0.60 9.73 17.424851 266125 14
0.60 5.53 17.455821 266598 9
0.60 6.70 17.517042 267533 9
0.60 9.69 17.547881 268004 14
0.60 8.43 17.578851 268477 14
0.60 7.59 17.640202 269414 9
0.60 6.27 17.64053 269419 9
0.60 9.28 17.701619 270352 14
0.60 9.06 17.762774 271286 14
0.60 12.82 17.793286 271752 14
0.60 8.25 17.79381 271760 14
0.60 5.68 17.823732 272217 6
0.60 6.75 17.854244 272683 9
0.60 7.29 17.884756 273149 9
0.60 10.03 17.91553 273619 14
0.60 10.28 17.946042 274085 14
0.60 8.38 17.977012 274558 9
0.60 7.37 18.007393 275022 14
0.60 8.37 18.129899 276893 9
0.60 8.09 18.160411 277359 14
0.60 8.31 18.190726 277822 6
0.60 5.49 18.190988 277826 6
0.60 5.74 18.221631 278294 14
0.60 7.15 18.251685 278753 14
0.60 8.44 18.313167 279692 9
0.60 8.94 18.343875 280161 9
0.60 6.99 18.374321 280626 9
0.60 7.78 18.404833 281092 9
0.60 8.09 18.43528 281557 9
0.60 9.41 18.466054 282027 20
0.60 10.71 18.496435 282491 14
0.60 5.80 18.527274 282962 20
0.60 10.37 18.557655 283426 14
0.60 6.95 18.587905 283888 20
0.60 6.85 18.617958 284347 14
0.60 12.85 18.648405 284812 14
0.60 7.07 18.709494 285745 14
0.60 5.08 18.740202 286214 9
0.60 5.15 18.770976 286684 6
0.60 8.45 18.801619 287152 14
0.60 6.49 18.832131 287618 9
0.60 6.45 18.862774 288086 9
0.60 7.40 18.893679 288558 14
0.60 5.07 18.923929 289020 9
0.60 5.51 18.954244 289483 6
0.60 5.39 19.013304 290385 70
0.60 11.55 19.046107 290886 14
0.60 8.03 19.07675 291354 14
0.60 6.00 19.107524 291824 14
0.60 5.16 19.138167 292292 14
0.60 7.04 19.168548 292756 6
0.60 6.02 19.199256 293225 20
0.60 7.81 19.260149 294155 9
0.60 11.93 19.29053 294619 14
0.60 6.00 19.351161 295545 9
0.60 12.09 19.381738 296012 14
0.60 8.69 19.412185 296477 14
0.60 6.62 19.442696 296943 9
0.60 5.35 19.47347 297413 14
0.60 7.88 19.534821 298350 9
0.60 8.23 19.565792 298823 20
0.60 9.43 19.596893 299298 14
0.60 7.85 19.658833 300244 14
0.60 6.34 19.720381 301184 14
0.60 8.24 19.75194 301666 14
0.60 7.38 19.782583 302134 14
0.60 10.91 19.813423 302605 14
0.60 7.30 19.844393 303078 20
0.60 8.69 19.875167 303548 14
0.60 10.28 19.937173 304495 14
0.60 10.20 19.968208 304969 14
0.60 7.96 19.999506 305447 14
0.60 5.37 20.030083 305914 14
0.60 7.69 20.061381 306392 14
0.60 9.89 20.122929 307332 20
0.60 6.53 20.123649 307343 20
0.60 10.19 20.153899 307805 14
0.60 9.77 20.215577 308747 14
0.60 8.48 20.246089 309213 14
0.60 11.84 20.276863 309683 14
0.60 7.68 20.307899 310157 14
0.60 9.23 20.338738 310628 14
0.60 6.01 20.398911 311547 70
0.60 5.79 20.431714 312048 14
0.60 5.96 20.493589 312993 14
0.60 10.19 20.523708 313453 9
0.60 5.96 20.585125 314391 4
0.60 7.56 20.616226 314866 20
0.60 6.62 20.647589 315345 45
0.60 7.36 20.678101 315811 14
0.60 8.21 20.740042 316757 14
0.60 10.02 20.771012 317230 9
0.60 5.99 20.832952 318176 14
0.60 9.44 20.863923 318649 20
0.60 8.07 20.894762 319120 20
0.60 8.93 21.017006 320987 14
0.60 10.50 21.048042 321461 14
0.60 6.23 21.078292 321923 14
0.60 7.64 21.134012 322774 100
0.60 5.99 21.170679 323334 9
0.60 6.58 21.180369 323482 70
0.60 8.99 21.229542 324233 100
0.60 5.67 21.262738 324740 20
0.60 11.09 21.293315 325207 14
0.60 5.17 21.299732 325305 70
0.60 5.87 21.324155 325678 30
0.60 7.57 21.353881 326132 9
0.60 6.04 21.369268 326367 100
0.60 9.32 21.384589 326601 14
0.60 9.77 21.415494 327073 14
0.60 7.41 21.446006 327539 20
0.60 7.34 21.465452 327836 70
0.60 7.24 21.517113 328625 70
0.60 12.60 21.568839 329415 14
0.60 9.18 21.599679 329886 14
0.60 6.50 21.618732 330177 70
0.60 11.15 21.630583 330358 14
0.60 6.98 21.661292 330827 14
0.60 5.45 21.691673 331291 14
0.60 10.72 21.722119 331756 14
0.60 7.19 21.752696 332223 9
0.60 6.17 21.813458 333151 14
0.60 7.15 21.823411 333303 100
0.60 8.08 21.844036 333618 9
0.60 8.96 21.874613 334085 9
0.60 6.87 21.905256 334553 9
0.60 7.71 21.917435 334739 100
0.60 11.99 21.935833 335020 14
0.60 10.77 21.966738 335492 20
0.60 8.12 21.99725 335958 14
0.60 5.08 22.00969 336148 20
0.60 10.08 22.027696 336423 14
0.60 7.40 22.104435 337595 150
0.60 8.85 22.179863 338747 14
0.60 5.83 22.240756 339677 9
0.60 6.79 22.301649 340607 14
0.60 11.72 22.332226 341074 20
0.60 8.82 22.362673 341539 14
0.60 5.70 22.392464 341994 20
0.60 8.29 22.422714 342456 9
0.60 8.80 22.483214 343380 14
0.60 10.06 22.513726 343846 14
0.60 10.06 22.543714 344304 14
0.60 5.71 22.604607 345234 9
0.60 8.78 22.634923 345697 20
0.60 11.90 22.665435 346163 14
0.60 5.67 22.665958 346171 14
0.60 11.57 22.696208 346633 14
0.60 8.94 22.726655 347098 9
0.60 11.84 22.757298 347566 14
0.60 7.04 22.848964 348966 14
0.60 13.77 22.879411 349431 20
0.60 6.72 22.880131 349442 20
0.60 5.94 22.909857 349896 9
0.60 5.96 22.971405 350836 14
0.60 6.01 23.001917 351302 9
0.60 5.31 23.033935 351791 45
0.60 7.71 23.094173 352711 14
0.60 10.66 23.125077 353183 14
0.60 5.19 23.155786 353652 6
0.60 12.62 23.217726 354598 20
0.60 11.40 23.2485 355068 14
0.60 9.38 23.278815 355531 9
0.60 8.59 23.309393 355998 9
0.60 5.10 23.349202 356606 4
0.60 8.47 23.401125 357399 14
0.60 8.99 23.462476 358336 9
0.60 8.76 23.493054 358803 14
0.60 6.03 23.64581 361136 14
0.60 6.28 23.676321 361602 14
0.60 5.06 23.706768 362067 6
0.60 5.28 23.737411 362535 9
0.60 9.73 23.768708 363013 14
0.60 8.03 23.861292 364427 14
0.60 8.14 23.952042 365813 70
0.60 5.28 23.984649 366311 45
0.60 6.00 24.015685 366785 45
0.60 10.08 24.046131 367250 9
0.60 5.08 24.076708 367717 14
0.60 6.67 24.106893 368178 9
0.60 6.20 24.137339 368643 9
0.60 11.18 24.199149 369587 20
0.60 10.51 24.229661 370053 14
0.60 5.01 24.30175 371154 70
0.60 5.55 24.351185 371909 100
0.60 6.84 24.383726 372406 9
0.60 10.96 24.414304 372873 14
0.60 5.34 24.451101 373435 70
0.60 5.81 24.507018 374289 14
0.60 8.79 24.568369 375226 14
0.60 6.03 24.66069 376636 14
0.60 5.61 24.691137 377101 9
0.60 6.20 24.753077 378047 20
0.60 8.46 24.814232 378981 14
0.60 6.50 24.875583 379918 14
0.60 5.77 24.906357 380388 4
0.60 8.73 24.936345 380846 9
0.60 9.14 24.966988 381314 14
0.60 5.52 24.967512 381322 14
0.60 5.25 24.9975 381780 20
0.60 5.67 25.058065 382705 9
0.60 5.88 25.089167 383180 6
0.60 7.77 25.119286 383640 30
0.60 6.78 25.180702 384578 14
0.60 8.47 25.271518 385965 14
0.60 9.21 25.301899 386429 20
0.60 6.09 25.332345 386894 14
0.60 10.94 25.362595 387356 14
0.60 5.54 25.423423 388285 14
0.60 11.57 25.453476 388744 14
0.60 7.33 25.514107 389670 14
0.60 5.87 25.544357 390132 14
0.60 5.51 25.574673 390595 14
0.60 5.98 25.634976 391516 20
0.60 6.30 25.665292 391979 14
0.60 7.29 25.695411 392439 14
0.60 7.18 25.755845 393362 14
0.60 8.27 25.816345 394286 14
0.60 7.47 25.84653 394747 14
0.60 6.77 25.876387 395203 9
0.60 6.22 25.937083 396130 20
0.60 7.08 25.967268 396591 30
0.60 5.05 26.02744 397510 14
0.60 7.23 26.05756 397970 14
0.60 7.41 26.147982 399351 14
0.60 8.27 26.269244 401203 20
0.60 7.64 26.329417 402122 14
0.60 9.70 26.36019 402592 14
0.60 8.26 26.369488 402734 70
0.60 5.38 26.39031 403052 20
0.60 7.75 26.417875 403473 100
0.60 6.43 26.481256 404441 9
0.60 9.49 26.51131 404900 14
0.60 7.93 26.557274 405602 150
0.60 5.76 26.572268 405831 9
0.60 9.35 26.602911 406299 30
0.60 5.79 26.604482 406323 45
0.60 5.61 26.633423 406765 14
0.60 7.24 26.653 407064 70
0.60 7.53 26.693923 407689 9
0.60 6.79 26.702565 407821 100
0.60 6.45 26.7245 408156 14
0.60 9.85 26.75272 408587 100
0.60 6.40 26.75606 408638 100
0.60 7.70 26.803333 409360 100
0.60 6.81 26.854339 410139 70
0.60 10.26 26.906196 410931 45
0.60 5.56 26.93756 411410 14
0.60 6.74 26.957923 411721 100
0.60 9.22 27.008274 412490 100
0.60 7.08 27.030667 412832 14
0.60 5.05 27.058232 413253 70
0.60 6.44 27.092738 413780 14
0.60 5.80 27.104196 413955 45
0.60 13.64 27.154351 414721 14
0.60 5.93 27.202804 415461 70
0.60 8.36 27.215571 415656 14
0.60 9.56 27.246476 416128 14
0.60 6.18 27.277315 416599 9
0.60 5.24 27.292768 416835 150
0.60 6.08 27.307893 417066 9
0.60 10.32 27.338405 417532 45
0.60 7.43 27.339911 417555 45
0.60 6.19 27.369506 418007 9
0.60 5.51 27.400411 418479 9
0.60 7.96 27.462089 419421 14
0.60 8.75 27.523833 420364 14
0.60 5.40 27.555 420840 14
0.60 5.52 27.585774 421310 14
0.60 5.86 27.616548 421780 14
0.60 7.04 27.678619 422728 14
0.60 5.72 27.709458 423199 14
0.60 5.97 27.740167 423668 14
0.60 5.22 27.770482 424131 20
0.60 5.99 27.800994 424597 9
0.60 8.83 27.862542 425537 9
0.60 5.28 27.893446 426009 20
0.60 5.21 27.955125 426951 30
0.60 5.25 27.986946 427437 14
0.60 6.54 28.049083 428386 9
0.60 5.01 28.111417 429338 14
0.60 5.32 28.142387 429811 6
0.60 5.93 28.172637 430273 30
0.60 8.55 28.204065 430753 20
0.60 7.00 28.234708 431221 14
0.60 8.52 28.296387 432163 20
0.60 9.20 28.358262 433108 14
0.60 8.20 28.41981 434048 14
0.60 11.07 28.450649 434519 14
0.60 9.53 28.57394 436402 14
0.60 5.45 28.604845 436874 9
0.60 6.03 28.63503 437335 14
0.60 5.09 28.665083 437794 4
0.60 11.36 28.725714 438720 14
0.60 9.24 28.756161 439185 9
0.60 8.97 28.786542 439649 9
0.60 5.67 28.786869 439654 9
0.60 9.39 28.816988 440114 14
0.60 7.67 28.847565 440581 9
0.60 6.32 28.939756 441989 20
0.60 7.75 28.96994 442450 14
0.60 6.10 29.000387 442915 9
0.60 6.46 29.030833 443380 6
0.60 7.54 29.061607 443850 14
0.60 7.88 29.091988 444314 14
0.60 11.46 29.123089 444789 20
0.60 11.73 29.153929 445260 14
0.60 6.71 29.184506 445727 9
0.60 8.38 29.276696 447135 14
0.60 7.72 29.307863 447611 9
0.60 5.55 29.33831 448076 14
0.60 7.78 29.368887 448543 9
0.60 7.95 29.430304 449481 9
0.60 6.75 29.461143 449952 4
0.60 10.16 29.491065 450409 14
0.60 8.23 29.521905 450880 14
0.60 5.08 29.582863 451811 4
0.60 6.46 29.613833 452284 20
0.60 7.09 29.644214 452748 14
0.60 10.55 29.67525 453222 20
0.60 11.16 29.705696 453687 20
0.60 6.85 29.736012 454150 14
0.60 6.41 29.766589 454617 9
0.60 8.57 29.82722 455543 14
0.60 11.21 29.857339 456003 14
0.60 5.42 29.887982 456471 14
0.60 5.47 29.918232 456933 14
0.60 5.79 29.978863 457859 14
0.60 6.79 30.008917 458318 14
0.60 11.56 30.03956 458786 20
0.60 6.17 30.04028 458797 20
0.60 9.58 30.06981 459248 14
0.60 12.06 30.100321 459714 14
0.60 6.43 30.190875 461097 20
0.60 15.78 30.221387 461563 14
0.60 7.54 30.251506 462023 14
0.60 7.21 30.281821 462486 14
0.60 5.53 30.312006 462947 9
0.60 10.90 30.342125 463407 14
0.60 8.27 30.372244 463867 14
0.60 9.26 30.402494 464329 20
0.60 10.37 30.43294 464794 14
0.60 7.44 30.463518 465261 14
0.60 7.16 30.523952 466184 14
0.60 6.39 30.554268 466647 20
0.60 11.09 30.584714 467112 14
0.60 5.15 30.585238 467120 14
0.60 7.59 30.614964 467574 14
0.60 5.47 30.64528 468037 9
0.60 6.62 30.675792 468503 20
0.60 5.62 30.70578 468961 14
0.60 6.83 30.73603 469423 14
0.60 12.61 30.76628 469885 14
0.60 5.99 30.827042 470813 9
0.60 5.66 30.857423 471277 4
0.60 5.77 30.888 471744 20
0.60 12.13 30.949351 472681 14
0.60 5.49 30.949875 472689 14
0.60 5.01 30.979929 473148 9
0.60 8.63 31.010833 473620 14
0.60 6.82 31.041214 474084 14
0.60 6.73 31.073036 474570 45
0.60 8.54 31.132946 475485 14
0.60 7.41 31.194167 476420 20
0.60 7.40 31.224613 476885 14
0.60 8.68 31.255714 477360 14
0.60 7.56 31.286685 477833 14
0.60 13.04 31.317786 478308 14
0.60 6.82 31.348821 478782 14
0.60 5.30 31.357857 478920 100
0.60 5.77 31.379857 479256 9
0.60 9.41 31.406179 479658 150
0.60 6.49 31.548524 481832 100
0.60 5.01 31.564631 482078 9
0.60 9.60 31.593964 482526 70
0.60 6.89 31.596321 482562 70
0.60 6.14 31.626179 483018 6
0.60 6.32 31.649423 483373 70
0.60 10.45 31.68825 483966 9
0.60 5.57 31.688577 483971 9
0.60 5.04 31.7185 484428 9
0.60 5.71 31.750583 484918 45
0.60 7.29 31.78044 485374 14
0.60 7.09 31.810887 485839 14
0.60 5.12 31.852399 486473 70
0.60 9.98 31.872369 486778 14
0.60 10.50 31.90275 487242 20
0.60 5.04 31.90681 487304 70
0.60 6.57 31.933 487704 30
0.60 6.28 31.955655 488050 150
0.60 6.33 32.003125 488775 100
0.60 12.47 32.056554 489591 14
0.60 11.03 32.087327 490061 14
0.60 6.98 32.117839 490527 9
0.60 7.81 32.142393 490902 100
0.60 5.70 32.190911 491643 20
0.60 7.61 32.209179 491922 14
0.60 10.92 32.240804 492405 70
0.60 5.23 32.300649 493319 14
0.60 6.46 32.392119 494716 30
0.60 9.86 32.422173 495175 9
0.60 5.45 32.452619 495640 6
0.60 8.06 32.572899 497477 9
0.60 6.18 32.573226 497482 9
0.60 9.48 32.663387 498859 14
0.60 6.71 32.693375 499317 9
0.60 5.91 32.723625 499779 14
0.60 6.66 32.75381 500240 6
0.60 5.75 32.784125 500703 20
0.60 5.17 32.81444 501166 3
0.60 7.70 32.844494 501625 6
0.60 9.79 32.965167 503468 14
0.60 7.62 32.995286 503928 6
0.60 6.32 33.02547 504389 14
0.60 5.92 33.085315 505303 6
0.60 9.98 33.145226 506218 20
0.60 6.71 33.175214 506676 14
0.60 8.77 33.205137 507133 14
0.60 6.87 33.234732 507585 20
0.60 5.29 33.265113 508049 14
0.60 6.11 33.294708 508501 9
0.60 10.14 33.325024 508964 14
0.60 5.11 33.325548 508972 14
0.60 10.41 33.385655 509890 9
0.60 6.57 33.506196 511731 9
0.60 7.37 33.536119 512188 20
0.60 5.21 33.566107 512646 14
0.60 6.35 33.594393 513078 70
0.60 8.87 33.62628 513565 20
0.60 7.33 33.716833 514948 20
0.60 5.03 33.726982 515103 45
