DM Sigma Time Sample Downfact
0.90 9.13 265.384952 4053152 70
0.90 7.93 265.436417 4053938 100
0.90 8.56 265.486375 4054701 70
0.90 5.78 265.488863 4054739 70
0.90 9.74 265.538232 4055493 100
0.90 5.47 265.589435 4056275 150
0.90 5.50 265.641619 4057072 100
0.90 6.68 265.689744 4057807 150
0.90 6.01 265.742452 4058612 70
0.90 7.15 265.789595 4059332 150
0.90 6.00 265.836673 4060051 70
0.90 7.84 265.884863 4060787 100
0.90 8.19 265.933185 4061525 150
0.90 7.41 265.978036 4062210 100
0.90 5.28 266.023018 4062897 70
0.90 5.12 266.070619 4063624 70
0.90 5.09 267.771887 4089607 100
0.90 5.15 267.972768 4092675 6
0.90 5.95 268.123363 4094975 30
0.90 6.37 268.474708 4100341 45
0.90 5.75 268.808244 4105435 100
0.90 6.87 268.940113 4107449 100
1.00 8.36 0.027762 424 20
1.00 8.88 0.058077 887 9
1.00 6.74 0.088393 1350 9
1.00 5.28 0.149351 2281 14
1.00 7.59 0.179274 2738 14
1.00 8.16 0.209393 3198 20
1.00 7.90 0.239905 3664 20
1.00 8.42 0.270024 4124 9
1.00 6.02 0.299946 4581 20
1.00 5.77 0.329869 5038 14
1.00 8.59 0.390762 5968 14
1.00 5.75 0.391286 5976 14
1.00 7.65 0.420881 6428 20
1.00 5.15 0.421601 6439 20
1.00 8.60 0.481839 7359 14
1.00 8.10 0.541815 8275 14
1.00 5.95 0.542339 8283 14
1.00 7.10 0.572327 8741 20
1.00 6.24 0.602315 9199 14
1.00 5.04 0.722857 11040 14
1.00 7.08 0.783292 11963 20
1.00 5.71 0.844054 12891 14
1.00 5.71 0.897548 13708 100
1.00 9.23 0.934214 14268 14
1.00 6.62 0.942988 14402 70
1.00 5.79 0.963679 14718 30
1.00 7.97 0.992488 15158 100
1.00 7.64 1.054625 16107 14
1.00 5.43 1.083958 16555 45
1.00 9.61 1.114667 17024 14
1.00 6.38 1.145179 17490 14
1.00 5.05 1.159649 17711 70
1.00 5.57 1.206006 18419 14
1.00 8.56 1.297476 19816 14
1.00 5.76 1.338595 20444 150
1.00 6.74 1.358827 20753 30
1.00 8.40 1.388946 21213 30
1.00 7.09 1.418869 21670 14
1.00 9.08 1.479173 22591 20
1.00 7.47 1.491417 22778 150
1.00 7.18 1.509226 23050 9
1.00 7.27 1.54419 23584 150
1.00 7.31 1.569923 23977 14
1.00 8.18 1.591268 24303 100
1.00 5.43 1.600042 24437 4
1.00 9.46 1.630292 24899 20
1.00 11.84 1.660935 25367 20
1.00 8.07 1.691577 25835 14
1.00 8.30 1.721958 26299 9
1.00 6.62 1.730732 26433 100
1.00 10.33 1.779708 27181 100
1.00 5.86 1.783048 27232 100
1.00 6.89 1.827048 27904 100
1.00 6.38 1.846232 28197 100
1.00 5.52 1.903917 29078 14
1.00 7.48 1.934298 29542 14
1.00 7.96 1.994536 30462 20
1.00 9.13 2.025375 30933 14
1.00 8.96 2.116452 32324 14
1.00 5.48 2.177345 33254 45
1.00 8.44 2.20681 33704 20
1.00 7.91 2.236929 34164 14
1.00 8.69 2.26731 34628 9
1.00 9.51 2.328661 35565 20
1.00 6.46 2.359107 36030 20
1.00 8.39 2.421179 36978 14
1.00 8.13 2.452083 37450 14
1.00 7.67 2.513369 38386 20
1.00 6.36 2.54375 38850 20
1.00 9.91 2.57472 39323 14
1.00 9.51 2.605167 39788 20
1.00 6.87 2.635351 40249 6
1.00 5.84 2.665994 40717 9
1.00 8.32 2.696702 41186 14
1.00 5.50 2.727083 41650 20
1.00 8.02 2.757464 42114 20
1.00 8.22 2.788173 42583 9
1.00 5.25 2.7885 42588 9
1.00 6.49 2.81875 43050 14
1.00 8.76 2.939226 44890 14
1.00 6.39 2.969476 45352 14
1.00 6.32 2.999857 45816 14
1.00 9.21 3.120661 47661 20
1.00 9.21 3.150911 48123 14
1.00 5.56 3.151435 48131 14
1.00 6.88 3.181226 48586 6
1.00 10.71 3.211476 49048 20
1.00 8.05 3.270994 49957 14
1.00 5.43 3.271518 49965 14
1.00 11.68 3.301244 50419 20
1.00 7.95 3.33156 50882 14
1.00 7.88 3.361875 51345 20
1.00 6.03 3.392125 51807 20
1.00 5.90 3.482548 53188 14
1.00 9.81 3.51247 53645 20
1.00 5.82 3.51319 53656 20
1.00 6.95 3.543048 54112 14
1.00 5.49 3.573167 54572 14
1.00 8.90 3.633405 55492 20
1.00 8.55 3.663589 55953 14
1.00 5.39 3.693905 56416 9
1.00 9.80 3.724351 56881 14
1.00 7.27 3.754601 57343 20
1.00 13.10 3.845155 58726 20
1.00 6.86 3.874946 59181 14
1.00 10.99 3.905262 59644 14
1.00 6.12 3.93525 60102 20
1.00 5.98 3.965238 60560 6
1.00 7.00 3.995161 61017 9
1.00 5.16 3.995488 61022 9
1.00 11.15 4.025411 61479 20
1.00 6.03 4.05553 61939 14
1.00 8.37 4.115702 62858 20
1.00 10.68 4.176006 63779 14
1.00 9.89 4.206583 64246 20
1.00 6.23 4.267476 65176 20
1.00 8.97 4.298381 65648 20
1.00 10.68 4.328238 66104 14
1.00 8.79 4.389196 67035 20
1.00 9.01 4.419446 67497 14
1.00 6.70 4.449238 67952 20
1.00 5.88 4.479619 68416 14
1.00 10.94 4.539661 69333 14
1.00 11.57 4.599702 70250 14
1.00 7.56 4.629821 70710 20
1.00 6.45 4.689929 71628 14
1.00 6.53 4.719851 72085 14
1.00 7.53 4.750101 72547 14
1.00 6.71 4.780089 73005 14
1.00 5.07 4.866976 74332 100
1.00 10.71 4.899649 74831 20
1.00 11.75 4.93003 75295 20
1.00 5.26 4.931077 75311 30
1.00 7.46 4.960214 75756 20
1.00 5.37 4.990661 76221 9
1.00 5.17 4.999304 76353 70
1.00 5.81 5.021107 76686 14
1.00 5.72 5.051554 77151 9
1.00 11.18 5.081673 77611 20
1.00 6.70 5.083179 77634 45
1.00 9.34 5.112185 78077 14
1.00 5.63 5.112708 78085 14
1.00 8.08 5.142893 78546 14
1.00 5.56 5.173405 79012 14
1.00 8.72 5.203655 79474 20
1.00 5.33 5.264548 80404 20
1.00 7.50 5.295125 80871 20
1.00 5.42 5.325702 81338 14
1.00 7.66 5.356345 81806 14
1.00 7.02 5.387119 82276 20
1.00 5.56 5.449518 83229 30
1.00 7.18 5.480292 83699 20
1.00 5.33 5.541381 84632 14
1.00 5.77 5.602536 85566 14
1.00 8.57 5.63272 86027 14
1.00 6.19 5.663625 86499 14
1.00 6.00 5.694006 86963 20
1.00 8.72 5.72478 87433 9
1.00 5.50 5.755292 87899 6
1.00 8.11 5.816381 88832 20
1.00 9.91 5.84722 89303 20
1.00 5.63 5.908179 90234 20
1.00 5.45 6.015821 91878 100
1.00 6.41 6.030423 92101 20
1.00 9.21 6.061 92568 14
1.00 5.63 6.091839 93039 100
1.00 5.64 6.137607 93738 100
1.00 8.28 6.185536 94470 100
1.00 8.01 6.214869 94918 14
1.00 8.04 6.232482 95187 100
1.00 6.54 6.278708 95893 100
1.00 6.15 6.328405 96652 150
1.00 7.40 6.373845 97346 45
1.00 9.28 6.399905 97744 20
1.00 6.13 6.420792 98063 100
1.00 7.17 6.431333 98224 14
1.00 6.13 6.474613 98885 100
1.00 8.52 6.493667 99176 14
1.00 8.81 6.524113 99641 30
1.00 6.22 6.525161 99657 30
1.00 5.44 6.555018 100113 14
1.00 5.33 6.575708 100429 100
1.00 9.34 6.585988 100586 20
1.00 6.66 6.616696 101055 30
1.00 8.93 6.677917 101990 30
1.00 6.21 6.739071 102924 14
1.00 9.61 6.769256 103385 30
1.00 6.38 6.783661 103605 70
1.00 8.36 6.799833 103852 20
1.00 11.23 6.827857 104280 100
1.00 8.84 6.831327 104333 70
1.00 9.27 6.920702 105698 70
1.00 9.36 6.951149 106163 14
1.00 9.12 6.968435 106427 100
1.00 7.85 6.981268 106623 20
1.00 8.17 7.014595 107132 100
1.00 5.79 7.017935 107183 30
1.00 7.22 7.062917 107870 100
1.00 9.65 7.072345 108014 14
1.00 9.13 7.102857 108480 30
1.00 6.31 7.133565 108949 20
1.00 8.11 7.163685 109409 20
1.00 5.10 7.201726 109990 45
1.00 6.28 7.224839 110343 14
1.00 9.80 7.285863 111275 20
1.00 9.55 7.316375 111741 14
1.00 6.78 7.377268 112671 14
1.00 8.80 7.407714 113136 14
1.00 5.28 7.437702 113594 20
1.00 12.70 7.468738 114068 20
1.00 8.49 7.498988 114530 14
1.00 5.70 7.499512 114538 14
1.00 6.01 7.529435 114995 20
1.00 8.05 7.56047 115469 9
1.00 6.48 7.590917 115934 14
1.00 6.27 7.621167 116396 14
1.00 6.93 7.713292 117803 14
1.00 7.30 7.774381 118736 14
1.00 8.32 7.835732 119673 30
1.00 6.12 7.867161 120153 30
1.00 5.02 7.900357 120660 100
1.00 7.76 7.928185 121085 20
1.00 5.75 7.958631 121550 14
1.00 5.53 7.98875 122010 14
1.00 7.02 8.019393 122478 14
1.00 7.83 8.050036 122946 30
1.00 8.92 8.080351 123409 20
1.00 7.03 8.110863 123875 14
1.00 7.62 8.201417 125258 14
1.00 6.97 8.292821 126654 14
1.00 6.99 8.32281 127112 9
1.00 6.07 8.383506 128039 14
1.00 8.24 8.474583 129430 9
1.00 7.18 8.535345 130358 20
1.00 6.14 8.596304 131289 14
1.00 6.16 8.657196 132219 6
1.00 7.34 8.687774 132686 6
1.00 5.74 8.717827 133145 14
1.00 9.23 8.748274 133610 20
1.00 5.22 8.748994 133621 20
1.00 8.62 8.839351 135001 14
1.00 9.45 8.869405 135460 14
1.00 7.42 8.930036 136386 20
1.00 8.62 8.960089 136845 20
1.00 8.35 8.99047 137309 9
1.00 7.51 9.020655 137770 14
1.00 5.31 9.05097 138233 9
1.00 7.50 9.08122 138695 14
1.00 8.29 9.111208 139153 20
1.00 8.48 9.141196 139611 20
1.00 11.34 9.171054 140067 14
1.00 5.60 9.2015 140532 20
1.00 5.74 9.231161 140985 14
1.00 5.78 9.26069 141436 14
1.00 5.70 9.291202 141902 14
1.00 5.48 9.321452 142364 14
1.00 5.77 9.38169 143284 6
1.00 7.23 9.472244 144667 20
1.00 11.05 9.502952 145136 14
1.00 5.88 9.56378 146065 9
1.00 6.60 9.594423 146533 14
1.00 5.23 9.625065 147001 20
1.00 6.14 9.65525 147462 20
1.00 10.94 9.686089 147933 20
1.00 7.47 9.71647 148397 20
1.00 7.15 9.746851 148861 14
1.00 9.07 9.777101 149323 14
1.00 5.14 9.807024 149780 20
1.00 8.50 9.837536 150246 14
1.00 6.26 9.83806 150254 14
1.00 8.20 9.868113 150713 20
1.00 8.60 9.89856 151178 14
1.00 6.41 9.929071 151644 9
1.00 9.50 9.990357 152580 20
1.00 6.56 10.021065 153049 30
1.00 8.56 10.083137 153997 9
1.00 7.52 10.114042 154469 9
1.00 7.84 10.14475 154938 6
1.00 6.76 10.205643 155868 20
1.00 12.39 10.236155 156334 14
1.00 8.30 10.236679 156342 14
1.00 5.95 10.266536 156798 14
1.00 6.05 10.297637 157273 14
1.00 5.53 10.328018 157737 9
1.00 6.71 10.359054 158211 30
1.00 6.47 10.390024 158684 14
1.00 7.99 10.421321 159162 14
1.00 11.02 10.45275 159642 14
1.00 8.08 10.48372 160115 14
1.00 6.96 10.514952 160592 9
1.00 5.10 10.571786 161460 70
1.00 6.05 10.604982 161967 100
1.00 9.08 10.637524 162464 14
1.00 5.60 10.638048 162472 14
1.00 6.31 10.668167 162932 14
1.00 5.88 10.698351 163393 6
1.00 6.40 10.758589 164313 14
1.00 7.43 10.819482 165243 14
1.00 10.91 10.849667 165704 14
1.00 6.75 10.879851 166165 14
1.00 7.13 10.939827 167081 14
1.00 5.64 11.059911 168915 9
1.00 8.49 11.089702 169370 20
1.00 6.74 11.120083 169834 14
1.00 8.98 11.14994 170290 14
1.00 5.51 11.150464 170298 14
1.00 8.08 11.180321 170754 20
1.00 8.50 11.21103 171223 14
1.00 6.85 11.222095 171392 45
1.00 7.40 11.241411 171687 20
1.00 9.49 11.270286 172128 100
1.00 5.70 11.317298 172846 100
1.00 9.44 11.332357 173076 9
1.00 10.82 11.362804 173541 20
1.00 9.30 11.393185 174005 14
1.00 7.67 11.423173 174463 20
1.00 7.41 11.457417 174986 150
1.00 6.40 11.48328 175381 14
1.00 8.38 11.504494 175705 70
1.00 5.45 11.506851 175741 70
1.00 6.50 11.513399 175841 20
1.00 6.89 11.543387 176299 14
1.00 7.31 11.555435 176483 100
1.00 10.61 11.57403 176767 14
1.00 8.33 11.605 177240 30
1.00 8.75 11.634661 177693 20
1.00 6.22 11.635381 177704 20
1.00 6.14 11.657446 178041 45
1.00 8.09 11.696143 178632 14
1.00 6.00 11.707077 178799 70
1.00 8.53 11.726589 179097 20
1.00 7.70 11.757887 179575 30
1.00 6.61 11.788006 180035 14
1.00 5.97 11.810071 180372 150
1.00 5.44 11.860292 181139 150
1.00 7.27 11.879411 181431 14
1.00 8.18 11.908679 181878 100
1.00 5.45 11.940696 182367 9
1.00 6.44 11.956345 182606 70
1.00 8.62 11.970685 182825 9
1.00 12.31 12.001065 183289 30
1.00 9.45 12.002113 183305 30
1.00 6.86 12.004863 183347 70
1.00 6.87 12.06281 184232 20
1.00 8.75 12.096006 184739 100
1.00 7.69 12.142167 185444 70
1.00 7.36 12.155 185640 14
1.00 9.70 12.246667 187040 9
1.00 5.99 12.277506 187511 14
1.00 7.75 12.308214 187980 14
1.00 8.42 12.338923 188449 20
1.00 8.23 12.369565 188917 20
1.00 8.41 12.462214 190332 9
1.00 6.55 12.492988 190802 6
1.00 5.24 12.523696 191271 20
1.00 7.68 12.585113 192209 20
1.00 5.83 12.674488 193574 100
1.00 5.87 12.738458 194551 20
1.00 5.77 12.769298 195022 14
1.00 5.76 12.800268 195495 20
1.00 7.80 12.831238 195968 14
1.00 5.17 12.862077 196439 9
1.00 8.57 12.893179 196914 14
1.00 8.20 12.954071 197844 14
1.00 8.39 12.985173 198319 14
1.00 7.23 13.015226 198778 14
1.00 9.05 13.046 199248 14
1.00 5.46 13.07625 199710 6
1.00 5.45 13.136685 200633 14
1.00 5.52 13.2275 202020 9
1.00 10.95 13.257685 202481 14
1.00 5.89 13.317661 203397 14
1.00 6.64 13.347911 203859 9
1.00 7.00 13.377899 204317 14
1.00 5.33 13.408018 204777 20
1.00 9.45 13.438268 205239 14
1.00 8.50 13.528821 206622 20
1.00 9.49 13.559137 207085 20
1.00 8.13 13.589452 207548 9
1.00 7.12 13.650214 208476 14
1.00 10.96 13.680399 208937 20
1.00 12.89 13.740964 209862 14
1.00 10.14 13.771214 210324 14
1.00 7.32 13.801399 210785 14
1.00 7.35 13.831321 211242 14
1.00 6.95 13.861506 211703 14
1.00 8.79 13.891821 212166 30
1.00 7.44 13.92253 212635 14
1.00 5.59 13.952845 213098 20
1.00 7.37 14.014458 214039 14
1.00 6.35 14.044708 214501 14
1.00 10.81 14.07581 214976 20
1.00 7.93 14.106518 215445 14
1.00 8.43 14.137357 215916 14
1.00 11.37 14.167869 216382 14
1.00 5.49 14.198315 216847 6
1.00 10.04 14.259077 217775 20
1.00 7.14 14.289589 218241 20
1.00 5.81 14.320429 218712 14
1.00 7.73 14.350417 219170 9
1.00 5.21 14.350744 219175 9
1.00 5.10 14.380929 219636 6
1.00 9.84 14.442345 220574 30
1.00 6.58 14.473185 221045 20
1.00 10.77 14.5035 221508 14
1.00 6.34 14.56472 222443 14
1.00 5.96 14.594839 222903 20
1.00 8.50 14.716625 224763 20
1.00 5.85 14.777125 225687 30
1.00 9.39 14.807375 226149 20
1.00 5.15 14.808095 226160 20
1.00 5.13 14.83697 226601 20
1.00 9.76 14.867482 227067 14
1.00 5.26 14.868006 227075 14
1.00 5.46 14.927917 227990 14
1.00 8.55 14.958036 228450 14
1.00 6.02 15.019256 229385 20
1.00 12.76 15.049833 229852 9
1.00 5.54 15.07694 230266 150
1.00 7.40 15.14019 231232 14
1.00 9.74 15.200363 232151 14
1.00 6.50 15.230155 232606 14
1.00 6.28 15.259815 233059 20
1.00 5.78 15.289607 233514 20
1.00 8.71 15.348994 234421 14
1.00 7.92 15.378851 234877 20
1.00 9.41 15.408839 235335 14
1.00 6.43 15.438631 235790 14
1.00 10.83 15.468357 236244 14
1.00 6.58 15.498149 236699 20
1.00 9.96 15.528006 237155 20
1.00 5.67 15.557929 237612 20
1.00 8.58 15.617054 238515 20
1.00 5.27 15.625631 238646 70
1.00 5.50 15.67631 239420 14
1.00 7.70 15.706036 239874 14
1.00 6.10 15.736024 240332 14
1.00 8.42 15.825595 241700 20
1.00 5.55 15.826315 241711 20
1.00 7.61 15.855518 242157 14
1.00 5.86 15.915821 243078 9
1.00 5.46 15.976125 243999 30
1.00 9.86 16.006571 244464 9
1.00 7.21 16.006899 244469 9
1.00 6.19 16.037018 244929 14
1.00 7.05 16.067268 245391 14
1.00 5.64 16.12875 246330 9
1.00 10.77 16.159589 246801 20
1.00 5.22 16.16031 246812 20
1.00 6.28 16.189708 247261 6
1.00 6.53 16.251321 248202 20
1.00 6.18 16.28144 248662 20
1.00 6.14 16.342464 249594 9
1.00 6.50 16.407286 250584 150
1.00 5.34 16.45122 251255 20
1.00 7.87 16.464185 251453 9
1.00 7.39 16.494696 251919 20
1.00 5.17 16.50072 252011 100
1.00 8.58 16.52547 252389 14
1.00 5.29 16.586756 253325 9
1.00 7.60 16.593631 253430 100
1.00 6.86 16.648631 254270 9
1.00 9.40 16.679601 254743 14
1.00 6.93 16.710768 255219 20
1.00 7.59 16.73722 255623 150
1.00 10.84 16.80322 256631 20
1.00 6.03 16.834125 257103 14
1.00 5.39 16.865095 257576 20
1.00 7.29 16.891351 257977 150
1.00 6.53 16.938298 258694 70
1.00 8.15 16.990744 259495 100
1.00 7.60 17.019946 259941 9
1.00 7.01 17.041554 260271 100
1.00 7.88 17.051506 260423 9
1.00 5.09 17.08228 260893 9
1.00 5.69 17.09125 261030 70
1.00 6.23 17.113315 261367 14
1.00 7.97 17.140095 261776 150
1.00 6.99 17.175452 262316 20
1.00 6.74 17.18619 262480 100
1.00 8.94 17.206946 262797 14
1.00 8.29 17.237917 263270 9
1.00 5.34 17.269149 263747 14
1.00 6.08 17.279101 263899 100
1.00 5.85 17.300774 264230 45
1.00 7.73 17.327946 264645 150
1.00 8.44 17.362911 265179 20
1.00 7.15 17.374304 265353 150
1.00 7.69 17.393619 265648 9
1.00 9.09 17.424786 266124 14
1.00 5.19 17.455625 266595 9
1.00 5.44 17.517107 267534 14
1.00 8.50 17.54775 268002 20
1.00 7.77 17.578262 268468 30
1.00 6.26 17.57931 268484 30
1.00 7.15 17.640268 269415 14
1.00 8.11 17.701488 270350 20
1.00 7.75 17.762512 271282 14
1.00 12.25 17.793286 271752 20
1.00 5.68 17.854179 272682 9
1.00 6.46 17.88456 273146 20
1.00 8.89 17.915399 273617 14
1.00 9.44 17.945452 274076 30
1.00 7.17 17.976946 274557 14
1.00 6.63 18.007196 275019 20
1.00 7.29 18.129702 276890 9
1.00 7.39 18.160345 277358 14
1.00 7.50 18.190792 277823 9
1.00 5.19 18.221435 278291 14
1.00 6.26 18.251488 278750 14
1.00 8.05 18.312839 279687 20
1.00 8.23 18.34381 280160 9
1.00 5.81 18.37406 280622 20
1.00 6.70 18.404768 281091 9
1.00 6.84 18.43528 281557 14
1.00 8.59 18.465726 282022 30
1.00 9.56 18.496369 282490 20
1.00 5.64 18.527012 282958 14
1.00 9.00 18.557524 283424 14
1.00 5.83 18.587774 283886 14
1.00 6.46 18.617762 284344 20
1.00 11.58 18.648208 284809 14
1.00 6.64 18.709298 285742 14
1.00 5.00 18.740137 286213 9
1.00 8.13 18.801226 287146 20
1.00 5.28 18.832065 287617 14
1.00 6.10 18.862774 288086 14
1.00 7.38 18.893548 288556 14
1.00 5.58 18.894071 288564 14
1.00 5.46 19.013173 290383 70
1.00 10.53 19.045976 290884 14
1.00 7.05 19.076619 291352 14
1.00 5.19 19.107262 291820 20
1.00 6.11 19.168417 292754 14
1.00 5.68 19.199256 293225 30
1.00 7.32 19.260083 294154 14
1.00 10.71 19.290399 294617 14
1.00 5.60 19.351095 295544 9
1.00 11.56 19.381673 296011 20
1.00 8.22 19.412119 296476 14
1.00 6.82 19.442565 296941 9
1.00 5.11 19.473339 297411 14
1.00 5.87 19.534625 298347 20
1.00 7.56 19.565595 298820 14
1.00 8.66 19.596631 299294 20
1.00 7.01 19.658833 300244 14
1.00 5.96 19.72025 301182 14
1.00 7.51 19.751613 301661 20
1.00 6.90 19.782452 302132 14
1.00 11.07 19.813226 302602 20
1.00 6.31 19.813946 302613 20
1.00 6.53 19.844262 303076 20
1.00 7.63 19.875101 303547 14
1.00 9.04 19.937107 304494 14
1.00 9.34 19.968077 304967 20
1.00 7.87 19.999244 305443 9
1.00 5.17 20.030018 305913 20
1.00 7.11 20.061381 306392 14
1.00 9.48 20.122601 307327 20
1.00 7.24 20.123321 307338 20
1.00 9.40 20.153833 307804 14
1.00 8.45 20.215315 308743 9
1.00 7.52 20.245958 309211 14
1.00 10.11 20.276667 309680 20
1.00 6.55 20.307702 310154 20
1.00 7.87 20.338607 310626 14
1.00 5.66 20.398845 311546 70
1.00 5.54 20.431518 312045 20
1.00 8.89 20.523577 313451 20
1.00 5.71 20.584994 314389 3
1.00 6.94 20.615899 314861 20
1.00 6.42 20.647131 315338 45
1.00 6.59 20.677774 315806 20
1.00 7.16 20.739976 316756 14
1.00 9.32 20.770946 317229 9
1.00 5.50 20.832821 318174 14
1.00 9.05 20.863726 318646 20
1.00 5.54 20.864446 318657 20
1.00 7.80 20.894304 319113 9
1.00 5.76 20.894631 319118 9
1.00 8.06 21.016875 320985 20
1.00 10.06 21.047714 321456 20
1.00 5.45 21.078161 321921 14
1.00 7.66 21.133815 322771 100
1.00 5.91 21.170679 323334 6
1.00 7.15 21.1805 323484 70
1.00 9.21 21.229542 324233 100
1.00 5.82 21.262607 324738 20
1.00 10.38 21.29325 325206 14
1.00 5.03 21.299536 325302 70
1.00 5.80 21.321667 325640 100
1.00 5.55 21.35375 326130 9
1.00 6.24 21.368875 326361 100
1.00 8.34 21.384327 326597 20
1.00 9.30 21.415429 327072 20
1.00 7.58 21.445875 327537 20
1.00 5.09 21.446595 327548 20
1.00 7.44 21.464667 327824 70
1.00 5.64 21.467089 327861 70
1.00 7.22 21.516982 328623 70
1.00 12.25 21.568577 329411 20
1.00 8.68 21.599548 329884 20
1.00 6.31 21.618929 330180 70
1.00 9.86 21.630452 330356 14
1.00 6.18 21.661357 330828 14
1.00 5.07 21.691476 331288 20
1.00 10.05 21.722054 331755 14
1.00 5.52 21.752762 332224 14
1.00 5.79 21.813196 333147 20
1.00 7.25 21.823345 333302 100
1.00 6.94 21.844036 333618 9
1.00 8.47 21.874482 334083 14
1.00 6.18 21.905256 334553 9
1.00 7.72 21.917304 334737 100
1.00 10.96 21.935702 335018 20
1.00 10.03 21.966542 335489 20
1.00 7.40 21.997054 335955 14
1.00 9.19 22.027631 336422 14
1.00 6.93 22.104304 337593 150
1.00 8.24 22.179667 338744 20
1.00 5.75 22.299946 340581 70
1.00 10.69 22.33203 341071 20
1.00 8.39 22.362345 341534 20
1.00 5.51 22.392399 341993 20
1.00 7.55 22.422714 342456 6
1.00 8.11 22.483018 343377 20
1.00 9.10 22.51353 343843 20
1.00 9.46 22.543583 344302 20
1.00 5.12 22.604476 345232 14
1.00 7.95 22.634857 345696 20
1.00 10.42 22.665304 346161 20
1.00 10.34 22.695815 346627 20
1.00 8.49 22.726589 347097 14
1.00 10.99 22.757232 347565 14
1.00 6.99 22.848637 348961 20
1.00 11.70 22.879345 349430 20
1.00 5.81 22.880065 349441 20
1.00 5.31 22.909661 349893 9
1.00 5.84 22.971143 350832 20
1.00 5.10 23.001851 351301 14
1.00 5.00 23.033149 351779 70
1.00 6.92 23.094042 352709 20
1.00 9.85 23.125077 353183 14
1.00 11.45 23.217595 354596 20
1.00 10.40 23.248304 355065 20
1.00 7.71 23.278619 355528 14
1.00 8.15 23.309327 355997 9
1.00 6.99 23.400994 357397 14
1.00 7.60 23.462149 358331 20
1.00 8.46 23.492988 358802 14
1.00 5.78 23.645679 361134 20
1.00 6.23 23.67606 361598 20
1.00 9.11 23.768446 363009 20
1.00 5.09 23.83019 363952 14
1.00 7.31 23.86103 364423 14
1.00 7.82 23.95178 365809 70
1.00 5.37 23.954137 365845 70
1.00 5.49 23.984125 366303 30
1.00 6.38 24.015488 366782 45
1.00 9.27 24.046065 367249 14
1.00 5.45 24.106762 368176 14
1.00 10.64 24.198952 369584 20
1.00 10.10 24.22953 370051 20
1.00 5.01 24.301554 371151 70
1.00 5.62 24.351315 371911 100
1.00 6.46 24.38353 372403 20
1.00 10.35 24.414369 372874 14
1.00 5.04 24.451036 373434 70
1.00 5.81 24.502631 374222 150
1.00 7.94 24.568304 375225 14
1.00 5.95 24.660429 376632 14
1.00 5.10 24.691071 377100 9
1.00 6.22 24.751375 378021 70
1.00 8.26 24.814101 378979 9
1.00 6.52 24.875321 379914 14
1.00 5.23 24.906292 380387 9
1.00 6.96 24.936214 380844 9
1.00 8.49 24.966857 381312 20
1.00 5.39 25.088839 383175 14
1.00 7.20 25.11922 383639 30
1.00 7.33 25.180506 384575 14
1.00 7.09 25.271452 385964 14
1.00 8.73 25.301702 386426 20
1.00 5.51 25.33228 386893 14
1.00 10.26 25.36253 387355 14
1.00 5.21 25.423226 388282 14
1.00 10.81 25.453411 388743 20
1.00 7.06 25.514107 389670 14
1.00 5.64 25.544161 390129 9
1.00 5.67 25.635042 391517 70
1.00 5.24 25.664833 391972 20
1.00 6.89 25.69528 392437 14
1.00 6.79 25.75578 393361 14
1.00 7.49 25.816083 394282 20
1.00 6.91 25.846333 394744 14
1.00 5.64 25.876321 395202 9
1.00 6.05 25.93656 396122 6
1.00 7.37 25.966875 396585 20
1.00 6.41 26.057429 397968 14
1.00 6.45 26.147786 399348 14
1.00 7.63 26.269179 401202 20
1.00 6.62 26.32922 402119 14
1.00 8.62 26.359863 402587 14
1.00 5.51 26.360387 402595 14
1.00 8.08 26.369423 402733 70
1.00 5.13 26.390179 403050 14
1.00 7.98 26.417744 403471 100
1.00 5.59 26.48119 404440 9
1.00 8.79 26.51131 404900 20
1.00 7.83 26.557143 405600 150
1.00 9.04 26.602845 406298 45
1.00 5.44 26.604351 406321 45
1.00 5.03 26.633423 406765 14
1.00 7.06 26.654244 407083 100
1.00 6.47 26.693661 407685 14
1.00 6.74 26.702435 407819 100
1.00 6.31 26.724238 408152 20
1.00 9.83 26.752589 408585 100
1.00 6.24 26.755929 408636 100
1.00 7.79 26.803202 409358 100
1.00 6.84 26.854405 410140 70
1.00 10.22 26.905673 410923 70
1.00 7.29 26.90803 410959 70
1.00 5.02 26.937494 411409 14
1.00 6.60 26.957923 411721 100
1.00 9.08 27.008077 412487 100
1.00 6.01 27.030732 412833 14
1.00 5.06 27.058298 413254 70
1.00 5.37 27.092673 413779 14
1.00 5.76 27.104458 413959 45
1.00 13.08 27.154351 414721 14
1.00 5.70 27.202542 415457 70
1.00 7.36 27.215571 415656 14
1.00 9.09 27.246345 416126 20
1.00 5.14 27.292702 416834 150
1.00 5.23 27.308024 417068 14
1.00 10.01 27.338208 417529 45
1.00 7.45 27.339714 417552 45
1.00 6.09 27.369637 418009 45
1.00 7.42 27.461827 419417 20
1.00 8.07 27.523702 420362 14
1.00 5.06 27.554476 420832 45
1.00 5.08 27.58525 421302 30
1.00 5.18 27.616351 421777 20
1.00 6.58 27.678357 422724 14
1.00 5.78 27.800863 424595 14
1.00 8.25 27.862542 425537 14
1.00 5.33 27.95506 426950 30
1.00 5.90 28.048887 428383 9
1.00 5.17 28.14219 429808 9
1.00 5.82 28.17231 430268 30
1.00 8.18 28.204 430752 20
1.00 6.12 28.234643 431220 9
1.00 7.95 28.296256 432161 20
